order_id,customer_id,order_date,product_category,quantity,unit_price_usd,order_status,payment_method
STA-O11769,STA-C2717,10-01-2023,Coffee Beans (Retail),3,22.88,Returned,Cash
STA-O14925,STA-C5603,12-02-2025,Bakery,3,5.58,Returned,Starbucks Card
STA-O7149,STA-C7701,13-09-2025,Coffee Beans (Retail),3,23.75,Shipped,Starbucks Card
STA-O13028,STA-C8203,16-06-2024,Hot Coffee,5,3.01,Delivered,Starbucks Card
STA-O12701,STA-C2291,08-01-2024,Bakery,5,5.35,Delivered,Cash
STA-O11897,STA-C5304,11-08-2023,Bakery,4,5.99,Pending,Cash
STA-O6421,STA-C9821,09-03-2024,Coffee Beans (Retail),4,13.1,Cancelled,Mobile App
STA-O6280,STA-C4246,14-11-2024,Frappuccino,2,6.78,Delivered,Starbucks Card
STA-O5208,STA-C7700,24-08-2023,Tea,3,3.68,Returned,Cash
STA-O9681,STA-C2881,07-05-2024,Cold Coffee,3,6.17,Cancelled,Credit Card
STA-O13362,STA-C7508,15-09-2025,Tea,3,4.2,Delivered,Cash
STA-O6407,STA-C2361,06-03-2023,Sandwiches,1,8.92,Cancelled,Cash
STA-O5665,STA-C5715,18-01-2023,Bakery,3,5.4,Delivered,Credit Card
STA-O9191,STA-C9999,08-05-2024,Merchandise,1,21.15,Returned,Mobile App
STA-O11000,STA-C1522,09-01-2023,Sandwiches,1,7.66,Delivered,Cash
STA-O9479,STA-C3927,27-10-2025,Tea,2,5.93,Pending,Mobile App
STA-O14872,STA-C4999,29-01-2024,Bakery,1,4.93,Returned,Starbucks Card
STA-O5651,STA-C2412,01-11-2023,Merchandise,1,32.19,Delivered,Cash
STA-O12007,STA-C8305,12-08-2024,Cold Coffee,1,5.33,Unknown,Credit Card
STA-O12442,STA-C5732,15-01-2024,Bakery,1,4.16,Cancelled,Credit Card
STA-O8758,STA-C3624,25-07-2023,Sandwiches,2,6.96,Returned,Credit Card
STA-O7761,STA-C2684,29-06-2025,Merchandise,3,24.79,Delivered,Credit Card
STA-O6279,STA-C3136,20-08-2023,Bakery,3,3.37,Delivered,Cash
STA-O13443,STA-C3931,18-02-2025,Sandwiches,1,7.94,Delivered,Credit Card
STA-O12068,STA-C1861,13-03-2025,Coffee Beans (Retail),4,19.89,Shipped,Starbucks Card
STA-O12306,STA-C3864,06-08-2025,Bakery,4,3.12,Delivered,Cash
STA-O13236,STA-C3614,05-01-2023,Bakery,4,2.24,Delivered,Starbucks Card
STA-O11208,STA-C6132,24-01-2023,Coffee Beans (Retail),4,11.05,Delivered,Credit Card
STA-O6153,STA-C7983,13-12-2023,Hot Coffee,2,6.79,Shipped,Mobile App
STA-O10247,STA-C7698,11-08-2023,Tea,1,4.61,Returned,Starbucks Card
STA-O8037,STA-C4307,21-03-2025,Cold Coffee,1,4.71,Pending,Mobile App
STA-O14536,STA-C1491,11-02-2025,Hot Coffee,1,4.68,Unknown,Mobile App
STA-O12402,STA-C9823,12-10-2023,Tea,3,3.19,Pending,Starbucks Card
STA-O11449,STA-C10233,18-08-2023,Merchandise,1,39.68,Unknown,Credit Card
STA-O10102,STA-C7009,23-05-2025,Sandwiches,5,5.51,Returned,Mobile App
STA-O6604,STA-C9999,08-05-2023,Cold Coffee,3,7.56,Delivered,Credit Card
STA-O8210,STA-C3818,01-06-2023,Hot Coffee,4,3.7,Cancelled,Cash
STA-O6794,STA-C8304,14-10-2024,Frappuccino,4,8.91,Cancelled,Starbucks Card
STA-O9478,STA-C6604,17-11-2024,Cold Coffee,4,6.21,Delivered,Starbucks Card
STA-O5377,STA-C1538,01-11-2023,Tea,1,5.61,Returned,Cash
STA-O7964,STA-C9295,16-06-2024,Frappuccino,1,5.5,Returned,Starbucks Card
STA-O6066,STA-C4456,19-03-2024,Cold Coffee,1,7.12,Shipped,Mobile App
STA-O13792,STA-C10915,08-04-2023,Sandwiches,5,5.36,Shipped,Cash
STA-O8010,STA-C2226,15-04-2024,Coffee Beans (Retail),3,21.31,Pending,Cash
STA-O9431,STA-C9001,01-08-2023,Tea,4,3.88,Pending,Mobile App
STA-O6553,STA-C2095,30-10-2024,Hot Coffee,3,6.63,Shipped,Cash
STA-O6900,STA-C5461,24-03-2025,Sandwiches,4,6.49,Pending,Starbucks Card
STA-O7863,STA-C5156,25-04-2024,Cold Coffee,2,6.05,Pending,Starbucks Card
STA-O7981,STA-C8823,05-11-2024,Frappuccino,2,6.96,Shipped,Mobile App
STA-O9569,STA-C3721,30-12-2024,Frappuccino,1,7.34,Unknown,Credit Card
STA-O14873,STA-C6652,20-10-2024,Coffee Beans (Retail),3,17.36,Pending,Mobile App
STA-O11352,STA-C5887,12-02-2025,Frappuccino,1,8.26,Shipped,Starbucks Card
STA-O11929,STA-C5305,25-12-2024,Merchandise,5,18.07,Cancelled,Mobile App
STA-O12906,STA-C9999,28-03-2024,Sandwiches,3,6.73,Cancelled,Cash
STA-O7031,STA-C2394,30-06-2023,Hot Coffee,1,4.72,Delivered,Starbucks Card
STA-O12259,STA-C6757,10-10-2025,Cold Coffee,5,5.41,Shipped,Credit Card
STA-O11583,STA-C9229,05-08-2024,Cold Coffee,3,5.43,Delivered,Starbucks Card
STA-O13090,STA-C8952,01-02-2023,Coffee Beans (Retail),4,15.72,Cancelled,Starbucks Card
STA-O8854,STA-C7817,13-10-2024,Frappuccino,3,6.86,Returned,Starbucks Card
STA-O5496,STA-C1393,29-09-2024,Tea,4,5.11,Returned,Mobile App
STA-O14140,STA-C5499,20-03-2023,Merchandise,2,29.15,Pending,Mobile App
STA-O14340,STA-C4972,25-04-2024,Coffee Beans (Retail),2,19.09,Delivered,Credit Card
STA-O8012,STA-C5400,07-10-2023,Coffee Beans (Retail),3,24.84,Delivered,Credit Card
STA-O14320,STA-C10716,22-06-2023,Tea,5,5.22,Pending,Starbucks Card
STA-O11654,STA-C10488,26-03-2025,Hot Coffee,1,6.94,Cancelled,Credit Card
STA-O12304,STA-C5875,19-09-2025,Frappuccino,1,6,Delivered,Starbucks Card
STA-O7044,STA-C1877,10-10-2024,Frappuccino,4,6.15,Pending,Cash
STA-O7768,STA-C4089,07-03-2025,Coffee Beans (Retail),5,22.64,Shipped,Credit Card
STA-O12394,STA-C3146,25-07-2023,Cold Coffee,2,5.11,Delivered,Cash
STA-O9470,STA-C4808,21-07-2024,Hot Coffee,5,6.75,Delivered,Mobile App
STA-O8358,STA-C1156,05-07-2023,Coffee Beans (Retail),2,17.93,Pending,Mobile App
STA-O8125,STA-C4491,28-09-2024,Frappuccino,4,7.69,Returned,Starbucks Card
STA-O8541,STA-C7877,30-10-2024,Coffee Beans (Retail),1,20.06,Delivered,Credit Card
STA-O11537,STA-C6099,19-10-2024,Hot Coffee,3,5.76,Delivered,Mobile App
STA-O7090,STA-C3985,21-06-2024,Bakery,1,4.01,Returned,Mobile App
STA-O11494,STA-C7495,09-12-2023,Cold Coffee,4,6.16,Returned,Cash
STA-O5892,STA-C3761,18-04-2025,Sandwiches,3,6.61,Returned,Cash
STA-O11848,STA-C9401,22-11-2025,Sandwiches,2,8.64,Delivered,Mobile App
STA-O5753,STA-C1531,25-02-2025,Cold Coffee,2,5.09,Delivered,Starbucks Card
STA-O12967,STA-C4363,06-09-2024,Hot Coffee,5,4.91,Unknown,Credit Card
STA-O7634,STA-C2657,12-04-2023,Frappuccino,4,8.82,Delivered,Mobile App
STA-O8508,STA-C1449,07-05-2024,Bakery,1,4.23,Returned,Credit Card
STA-O9396,STA-C4015,12-04-2025,Hot Coffee,5,4.91,Delivered,Cash
STA-O7442,STA-C7862,05-05-2024,Frappuccino,4,7.56,Shipped,Credit Card
STA-O12916,STA-C2849,24-02-2024,Hot Coffee,4,3.42,Delivered,Starbucks Card
STA-O14195,STA-C3759,16-03-2024,Merchandise,4,17.19,Returned,Cash
STA-O7745,STA-C1088,29-01-2023,Tea,2,3.88,Cancelled,Cash
STA-O13235,STA-C7146,20-03-2024,Merchandise,3,37.63,Returned,Mobile App
STA-O11755,STA-C3738,21-01-2023,Cold Coffee,4,5.03,Shipped,Cash
STA-O9027,STA-C10910,30-09-2024,Tea,5,5.54,Delivered,Mobile App
STA-O6164,STA-C3846,20-05-2024,Coffee Beans (Retail),5,21.93,Cancelled,Starbucks Card
STA-O10145,STA-C9192,13-08-2023,Bakery,5,3.62,Delivered,Cash
STA-O7838,STA-C6840,20-05-2023,Merchandise,4,13.43,Returned,Starbucks Card
STA-O7198,STA-C5664,11-06-2024,Hot Coffee,2,4.54,Delivered,Starbucks Card
STA-O13810,STA-C4145,03-06-2023,Sandwiches,4,8.95,Delivered,Starbucks Card
STA-O6045,STA-C9679,20-07-2024,Merchandise,1,22.96,Delivered,Credit Card
STA-O13753,STA-C9952,26-10-2024,Bakery,4,4,Delivered,Cash
STA-O11969,STA-C1464,20-07-2025,Tea,1,3.31,Pending,Credit Card
STA-O5125,STA-C5785,11-04-2024,Sandwiches,2,8.23,Delivered,Starbucks Card
STA-O12527,STA-C10626,13-01-2023,Merchandise,3,34.03,Returned,Cash
STA-O5269,STA-C8812,14-08-2023,Merchandise,1,20.08,Delivered,Cash
STA-O9667,STA-C1830,05-03-2024,Coffee Beans (Retail),2,13.75,Delivered,Mobile App
STA-O9484,STA-C9485,22-01-2025,Merchandise,2,35.51,Shipped,Starbucks Card
STA-O5431,STA-C6550,24-12-2025,Merchandise,3,29.62,Delivered,Starbucks Card
STA-O8352,STA-C7781,26-09-2025,Hot Coffee,3,3.16,Delivered,Mobile App
STA-O9138,STA-C5372,20-07-2025,Frappuccino,4,6.4,Delivered,Mobile App
STA-O5513,STA-C8436,29-08-2025,Frappuccino,5,7.08,Shipped,Starbucks Card
STA-O6612,STA-C9253,19-05-2023,Coffee Beans (Retail),1,10.36,Delivered,Starbucks Card
STA-O10321,STA-C1090,13-09-2025,Sandwiches,5,7.15,Delivered,Credit Card
STA-O9337,STA-C8605,02-10-2023,Bakery,5,5.53,Pending,Mobile App
STA-O8115,STA-C8730,08-10-2023,Sandwiches,2,8.27,Shipped,Credit Card
STA-O6004,STA-C8629,17-07-2023,Bakery,1,3.41,Shipped,Credit Card
STA-O8434,STA-C7381,05-11-2025,Sandwiches,4,6.98,Delivered,Cash
STA-O11166,STA-C5223,19-08-2024,Coffee Beans (Retail),4,10.72,Pending,Mobile App
STA-O11964,STA-C8325,15-04-2025,Hot Coffee,5,3.52,Delivered,Cash
STA-O14354,STA-C7775,04-03-2024,Coffee Beans (Retail),5,23.61,Delivered,Mobile App
STA-O8432,STA-C5925,13-02-2025,Coffee Beans (Retail),5,22.64,Delivered,Credit Card
STA-O5443,STA-C1202,06-08-2025,Cold Coffee,1,7.08,Returned,Credit Card
STA-O14745,STA-C10338,03-10-2025,Cold Coffee,5,4.8,Returned,Credit Card
STA-O9670,STA-C5379,12-03-2023,Merchandise,1,21.14,Delivered,Mobile App
STA-O13427,STA-C3104,15-02-2023,Frappuccino,4,8.25,Delivered,Mobile App
STA-O12253,STA-C3249,13-01-2025,Tea,4,3.77,Returned,Credit Card
STA-O9741,STA-C3637,27-05-2023,Coffee Beans (Retail),1,21.09,Pending,Credit Card
STA-O12081,STA-C1135,27-12-2023,Bakery,2,3.76,Shipped,Starbucks Card
STA-O14490,STA-C8197,25-09-2024,Hot Coffee,2,3.77,Pending,Starbucks Card
STA-O8720,STA-C3557,01-01-2023,Hot Coffee,4,4.71,Pending,Cash
STA-O11596,STA-C2038,17-12-2025,Bakery,3,5.74,Shipped,Starbucks Card
STA-O7165,STA-C5358,18-04-2023,Bakery,2,4.85,Delivered,Mobile App
STA-O5799,STA-C1900,01-05-2023,Bakery,2,5.68,Delivered,Credit Card
STA-O6354,STA-C4131,09-10-2024,Hot Coffee,4,5.08,Pending,Mobile App
STA-O14812,STA-C1322,05-08-2024,Coffee Beans (Retail),2,23.43,Returned,Mobile App
STA-O10206,STA-C8085,22-04-2024,Cold Coffee,4,4.14,Cancelled,Starbucks Card
STA-O5968,STA-C9310,23-09-2024,Bakery,5,3.31,Delivered,Mobile App
STA-O14936,STA-C2360,01-08-2024,Merchandise,5,31.81,Pending,Cash
STA-O14926,STA-C4173,22-03-2024,Frappuccino,2,5.67,Cancelled,Credit Card
STA-O11650,STA-C3489,01-01-2024,Sandwiches,1,7.56,Returned,Cash
STA-O9193,STA-C10920,19-01-2024,Frappuccino,3,8.45,Shipped,Credit Card
STA-O10050,STA-C3786,19-11-2025,Sandwiches,5,7.37,Shipped,Starbucks Card
STA-O14456,STA-C5679,05-12-2024,Sandwiches,5,8.76,Pending,Cash
STA-O6437,STA-C6530,19-05-2024,Coffee Beans (Retail),4,23.55,Delivered,Credit Card
STA-O8519,STA-C7040,07-05-2024,Sandwiches,3,6.26,Returned,Starbucks Card
STA-O12337,STA-C1791,28-05-2024,Coffee Beans (Retail),2,20.42,Cancelled,Cash
STA-O14742,STA-C9824,17-05-2025,Tea,5,4.95,Returned,Starbucks Card
STA-O9237,STA-C7987,19-09-2025,Merchandise,1,25.79,Delivered,Starbucks Card
STA-O8149,STA-C8406,05-03-2025,Hot Coffee,4,3.98,Delivered,Mobile App
STA-O11961,STA-C8562,26-10-2025,Merchandise,2,34.76,Cancelled,Cash
STA-O6694,STA-C2392,21-11-2023,Sandwiches,5,7.63,Pending,Starbucks Card
STA-O10172,STA-C4894,03-04-2024,Merchandise,1,13.61,Shipped,Starbucks Card
STA-O5200,STA-C5809,17-10-2025,Merchandise,4,34.25,Delivered,Credit Card
STA-O6245,STA-C9293,05-03-2024,Merchandise,1,12.76,Returned,Starbucks Card
STA-O10085,STA-C10974,16-05-2025,Cold Coffee,4,4.96,Pending,Starbucks Card
STA-O7269,STA-C7029,29-05-2023,Sandwiches,2,7.66,Delivered,Cash
STA-O13187,STA-C9325,24-07-2025,Tea,4,3.15,Delivered,Cash
STA-O9287,STA-C2965,09-05-2024,Hot Coffee,1,4.32,Cancelled,Starbucks Card
STA-O8805,STA-C3602,07-08-2025,Cold Coffee,1,5.38,Delivered,Cash
STA-O6919,STA-C1588,09-08-2023,Tea,1,5.89,Delivered,Credit Card
STA-O5706,STA-C10792,29-01-2024,Cold Coffee,4,6.3,Shipped,Cash
STA-O6439,STA-C2747,02-07-2023,Merchandise,2,14.98,Delivered,Cash
STA-O6255,STA-C1942,19-04-2023,Coffee Beans (Retail),4,19.75,Delivered,Starbucks Card
STA-O10753,STA-C7403,17-06-2025,Tea,4,3.34,Unknown,Starbucks Card
STA-O7247,STA-C8323,22-03-2023,Sandwiches,2,5.49,Cancelled,Credit Card
STA-O13467,STA-C6869,13-02-2025,Tea,3,3.23,Shipped,Cash
STA-O14391,STA-C2931,08-07-2025,Merchandise,5,34.06,Delivered,Mobile App
STA-O14997,STA-C4469,27-03-2023,Coffee Beans (Retail),2,12.87,Returned,Starbucks Card
STA-O7256,STA-C6110,10-08-2025,Frappuccino,4,8.1,Delivered,Mobile App
STA-O9632,STA-C6312,10-08-2023,Coffee Beans (Retail),2,24.48,Delivered,Starbucks Card
STA-O13849,STA-C7474,21-05-2025,Bakery,4,4.77,Delivered,Mobile App
STA-O7411,STA-C9681,02-03-2024,Tea,5,5.27,Delivered,Cash
STA-O11854,STA-C3326,08-09-2024,Hot Coffee,2,3.39,Delivered,Starbucks Card
STA-O7145,STA-C3348,26-06-2025,Sandwiches,2,8.23,Cancelled,Credit Card
STA-O5783,STA-C6590,01-01-2024,Bakery,5,2.83,Returned,Mobile App
STA-O10989,STA-C5170,23-05-2024,Merchandise,3,29.54,Cancelled,Mobile App
STA-O13334,STA-C9999,09-04-2024,Hot Coffee,4,5.52,Delivered,Credit Card
STA-O7200,STA-C9515,21-10-2024,Cold Coffee,5,4.74,Delivered,Mobile App
STA-O9454,STA-C9999,03-04-2025,Bakery,4,3.97,Delivered,Credit Card
STA-O11328,STA-C9653,25-05-2023,Tea,3,4.05,Shipped,Cash
STA-O14476,STA-C8877,04-09-2023,Coffee Beans (Retail),3,18.05,Shipped,Cash
STA-O5762,STA-C7165,14-10-2023,Sandwiches,1,8.75,Shipped,Starbucks Card
STA-O6521,STA-C4378,14-12-2025,Tea,3,5.85,Cancelled,Mobile App
STA-O11636,STA-C5384,11-10-2025,Cold Coffee,2,5.77,Delivered,Mobile App
STA-O10840,STA-C9253,15-08-2024,Bakery,2,5.69,Delivered,Mobile App
STA-O11261,STA-C2478,27-02-2025,Cold Coffee,2,5.33,Pending,Starbucks Card
STA-O13528,STA-C6324,22-08-2025,Tea,5,3.06,Pending,Credit Card
STA-O11145,STA-C9173,18-02-2023,Frappuccino,2,8.42,Delivered,Starbucks Card
STA-O11870,STA-C8327,08-07-2024,Bakery,1,2.84,Returned,Cash
STA-O10440,STA-C4586,28-02-2025,Coffee Beans (Retail),1,10.5,Delivered,Mobile App
STA-O11485,STA-C6294,24-04-2025,Tea,5,4.54,Delivered,Starbucks Card
STA-O7589,STA-C2630,31-07-2025,Frappuccino,3,8.99,Delivered,Credit Card
STA-O11709,STA-C7071,05-06-2024,Merchandise,5,20.99,Cancelled,Cash
STA-O5607,STA-C1281,24-10-2024,Cold Coffee,1,4.08,Delivered,Mobile App
STA-O8513,STA-C2879,23-03-2025,Cold Coffee,4,7.97,Cancelled,Cash
STA-O6838,STA-C6250,16-12-2024,Merchandise,1,29.93,Delivered,Cash
STA-O14760,STA-C6618,05-06-2023,Coffee Beans (Retail),2,16.39,Delivered,Cash
STA-O13736,STA-C9448,18-08-2024,Frappuccino,1,5.8,Delivered,Mobile App
STA-O8152,STA-C6684,02-08-2025,Cold Coffee,5,7.74,Returned,Mobile App
STA-O6464,STA-C7408,18-11-2024,Hot Coffee,3,3.19,Returned,Cash
STA-O10796,STA-C1338,04-05-2024,Tea,4,5.79,Shipped,Starbucks Card
STA-O8735,STA-C7540,23-04-2024,Tea,1,4.07,Cancelled,Mobile App
STA-O6552,STA-C2216,15-06-2023,Sandwiches,3,7.71,Delivered,Starbucks Card
STA-O14295,STA-C7093,20-02-2024,Coffee Beans (Retail),1,23.27,Delivered,Cash
STA-O8633,STA-C9315,03-12-2024,Hot Coffee,2,4.85,Delivered,Starbucks Card
STA-O11346,STA-C9748,05-12-2023,Merchandise,2,39.83,Cancelled,Credit Card
STA-O7318,STA-C6635,10-10-2024,Frappuccino,5,5.49,Delivered,Credit Card
STA-O12882,STA-C10114,03-12-2025,Cold Coffee,3,6.88,Returned,Credit Card
STA-O7412,STA-C9424,31-03-2023,Cold Coffee,1,7.7,Delivered,Starbucks Card
STA-O6059,STA-C9777,30-08-2023,Frappuccino,3,8.38,Pending,Starbucks Card
STA-O8305,STA-C10467,14-12-2025,Bakery,2,5.58,Delivered,Mobile App
STA-O6565,STA-C9382,10-10-2025,Tea,5,5.96,Delivered,Cash
STA-O12839,STA-C1575,01-04-2024,Bakery,2,5.49,Cancelled,Mobile App
STA-O8250,STA-C2987,10-12-2023,Cold Coffee,5,6.01,Delivered,Cash
STA-O11996,STA-C5619,12-02-2023,Hot Coffee,3,3.25,Delivered,Starbucks Card
STA-O8061,STA-C2369,09-11-2025,Sandwiches,4,8.91,Pending,Mobile App
STA-O5226,STA-C5276,14-05-2024,Cold Coffee,4,7.74,Returned,Cash
STA-O12399,STA-C10948,01-12-2025,Bakery,2,2.12,Pending,Cash
STA-O6752,STA-C8402,10-09-2024,Cold Coffee,3,7.9,Cancelled,Mobile App
STA-O11498,STA-C6693,10-02-2024,Merchandise,5,23.53,Shipped,Starbucks Card
STA-O11637,STA-C1125,15-05-2024,Bakery,2,3.42,Delivered,Cash
STA-O7219,STA-C4585,19-06-2024,Frappuccino,4,8.46,Pending,Mobile App
STA-O5474,STA-C1407,22-02-2024,Tea,2,4.35,Delivered,Credit Card
STA-O13428,STA-C10924,10-11-2025,Merchandise,5,17.65,Returned,Starbucks Card
STA-O8827,STA-C2866,07-08-2025,Cold Coffee,1,6.31,Delivered,Mobile App
STA-O13894,STA-C9541,18-07-2023,Frappuccino,5,6.97,Unknown,Starbucks Card
STA-O8377,STA-C5059,16-10-2023,Cold Coffee,2,6.46,Pending,Cash
STA-O6950,STA-C5861,02-01-2025,Merchandise,2,15.53,Pending,Starbucks Card
STA-O10141,STA-C9878,05-06-2024,Cold Coffee,2,7.55,Delivered,Credit Card
STA-O14607,STA-C7570,24-06-2023,Bakery,4,5.23,Delivered,Starbucks Card
STA-O6316,STA-C6627,09-01-2025,Hot Coffee,4,4.26,Delivered,Cash
STA-O9960,STA-C6356,26-08-2023,Frappuccino,1,7.7,Returned,Mobile App
STA-O8276,STA-C7096,09-08-2025,Cold Coffee,3,7.4,Delivered,Starbucks Card
STA-O14392,STA-C2909,17-01-2023,Hot Coffee,4,3.97,Shipped,Credit Card
STA-O10245,STA-C7226,27-09-2024,Hot Coffee,5,3.51,Unknown,Mobile App
STA-O5724,STA-C1498,10-01-2025,Merchandise,1,39.65,Shipped,Starbucks Card
STA-O8824,STA-C4973,21-09-2024,Frappuccino,4,7.16,Delivered,Cash
STA-O5646,STA-C8482,18-10-2023,Merchandise,4,16.02,Delivered,Cash
STA-O12881,STA-C1066,03-01-2023,Sandwiches,1,5.84,Shipped,Mobile App
STA-O13050,STA-C2347,02-06-2023,Cold Coffee,4,4.39,Delivered,Cash
STA-O8968,STA-C3127,19-11-2024,Frappuccino,2,7.03,Delivered,Starbucks Card
STA-O7459,STA-C2188,07-12-2025,Sandwiches,2,6.52,Delivered,Mobile App
STA-O8796,STA-C9524,09-07-2023,Sandwiches,4,7.62,Delivered,Starbucks Card
STA-O7444,STA-C6041,15-04-2024,Cold Coffee,5,5.65,Returned,Cash
STA-O9827,STA-C6546,25-08-2023,Coffee Beans (Retail),3,12.69,Pending,Mobile App
STA-O10329,STA-C6038,12-04-2025,Frappuccino,4,6.88,Pending,Credit Card
STA-O6764,STA-C7948,28-04-2023,Tea,5,5.92,Delivered,Starbucks Card
STA-O6807,STA-C1918,13-06-2025,Tea,2,3.2,Delivered,Cash
STA-O8820,STA-C3879,05-09-2023,Tea,2,3.78,Pending,Cash
STA-O14202,STA-C9999,05-04-2025,Sandwiches,1,6.05,Delivered,Cash
STA-O5613,STA-C1736,26-08-2025,Cold Coffee,1,5.71,Returned,Mobile App
STA-O9304,STA-C9004,22-10-2024,Coffee Beans (Retail),1,15.77,Delivered,Starbucks Card
STA-O8893,STA-C4681,05-09-2025,Cold Coffee,5,6.07,Returned,Mobile App
STA-O14806,STA-C8175,26-08-2023,Cold Coffee,5,7.77,Pending,Starbucks Card
STA-O11946,STA-C8751,09-01-2025,Frappuccino,1,8.14,Delivered,Mobile App
STA-O9113,STA-C1192,19-11-2025,Frappuccino,5,8.84,Shipped,Cash
STA-O12025,STA-C4770,04-06-2024,Cold Coffee,4,4.88,Pending,Starbucks Card
STA-O13047,STA-C4743,07-02-2024,Frappuccino,3,5.75,Delivered,Starbucks Card
STA-O6350,STA-C8061,25-11-2023,Frappuccino,2,5.68,Pending,Starbucks Card
STA-O8253,STA-C2820,04-08-2025,Bakery,5,2.17,Shipped,Mobile App
STA-O10751,STA-C2225,12-03-2025,Merchandise,2,28.56,Cancelled,Credit Card
STA-O13373,STA-C3574,10-01-2025,Sandwiches,3,7.5,Pending,Starbucks Card
STA-O12370,STA-C8517,11-11-2023,Tea,1,5.9,Returned,Credit Card
STA-O5161,STA-C1862,06-03-2025,Sandwiches,4,6.34,Cancelled,Cash
STA-O10684,STA-C9372,08-01-2023,Tea,2,5.06,Cancelled,Credit Card
STA-O8765,STA-C9999,01-12-2024,Cold Coffee,2,5.88,Pending,Starbucks Card
STA-O5588,STA-C7311,01-05-2025,Tea,4,5.03,Returned,Mobile App
STA-O5128,STA-C7182,31-03-2025,Merchandise,2,31.38,Returned,Starbucks Card
STA-O6393,STA-C1101,06-06-2023,Bakery,3,4.13,Delivered,Starbucks Card
STA-O13552,STA-C5720,05-06-2024,Hot Coffee,2,3.53,Pending,Mobile App
STA-O5204,STA-C10302,14-05-2025,Merchandise,5,36.05,Shipped,Credit Card
STA-O7017,STA-C7208,31-01-2024,Cold Coffee,3,4.31,Returned,Starbucks Card
STA-O6449,STA-C3157,12-06-2023,Coffee Beans (Retail),3,13.27,Delivered,Starbucks Card
STA-O14163,STA-C5166,24-12-2024,Tea,3,5.69,Delivered,Cash
STA-O13329,STA-C2135,18-11-2024,Bakery,3,2.26,Pending,Credit Card
STA-O10412,STA-C4711,31-12-2025,Merchandise,3,22.26,Pending,Starbucks Card
STA-O10947,STA-C8246,29-07-2024,Coffee Beans (Retail),2,11.19,Returned,Starbucks Card
STA-O7881,STA-C2374,19-03-2024,Sandwiches,4,5.59,Shipped,Mobile App
STA-O10129,STA-C9244,02-04-2023,Hot Coffee,4,4.65,Cancelled,Credit Card
STA-O8044,STA-C4129,04-09-2024,Tea,5,5.8,Returned,Mobile App
STA-O8524,STA-C5803,16-06-2023,Tea,4,4.45,Delivered,Starbucks Card
STA-O13850,STA-C10862,12-05-2024,Hot Coffee,5,6.64,Cancelled,Cash
STA-O9562,STA-C4032,01-05-2024,Hot Coffee,1,4.51,Shipped,Cash
STA-O6668,STA-C9228,21-03-2025,Frappuccino,1,5.25,Delivered,Credit Card
STA-O12831,STA-C5011,03-11-2023,Hot Coffee,5,3.48,Delivered,Starbucks Card
STA-O13032,STA-C2546,17-12-2024,Frappuccino,3,8.98,Delivered,Credit Card
STA-O11504,STA-C9723,03-08-2023,Hot Coffee,3,6.14,Cancelled,Starbucks Card
STA-O8128,STA-C10525,15-01-2025,Sandwiches,5,5.88,Delivered,Mobile App
STA-O13797,STA-C6532,28-10-2023,Cold Coffee,1,7.34,Delivered,Cash
STA-O6320,STA-C3031,01-01-2024,Merchandise,1,32.92,Delivered,Credit Card
STA-O10402,STA-C6839,27-11-2024,Sandwiches,4,7.24,Shipped,Credit Card
STA-O5310,STA-C5963,28-12-2024,Tea,1,3.66,Returned,Cash
STA-O8516,STA-C3505,13-05-2024,Tea,1,5.13,Delivered,Mobile App
STA-O12938,STA-C5272,28-01-2025,Tea,5,5.15,Returned,Cash
STA-O7499,STA-C8525,28-09-2025,Hot Coffee,3,5.66,Returned,Cash
STA-O13515,STA-C10962,06-08-2025,Tea,5,5.81,Cancelled,Credit Card
STA-O5825,STA-C2456,06-05-2024,Frappuccino,5,8.26,Delivered,Credit Card
STA-O9015,STA-C6527,22-02-2024,Sandwiches,1,7.6,Returned,Credit Card
STA-O6247,STA-C5013,24-05-2024,Bakery,3,5.89,Delivered,Credit Card
STA-O9874,STA-C3714,23-05-2024,Bakery,1,5.16,Shipped,Cash
STA-O5074,STA-C2353,26-01-2025,Cold Coffee,4,5.78,Returned,Cash
STA-O13704,STA-C8160,20-08-2023,Cold Coffee,3,6.05,Delivered,Cash
STA-O5534,STA-C6292,15-06-2023,Frappuccino,1,5.47,Shipped,Cash
STA-O11199,STA-C1119,06-02-2025,Coffee Beans (Retail),3,11.41,Delivered,Mobile App
STA-O7262,STA-C3851,31-12-2024,Frappuccino,3,6.12,Delivered,Cash
STA-O5030,STA-C2854,06-05-2023,Coffee Beans (Retail),1,15.35,Cancelled,Credit Card
STA-O5761,STA-C6751,25-08-2023,Sandwiches,1,7.1,Pending,Cash
STA-O10950,STA-C8809,04-02-2023,Sandwiches,2,7.08,Delivered,Credit Card
STA-O5935,STA-C5457,01-10-2023,Tea,5,3.49,Returned,Cash
STA-O9286,STA-C3589,17-12-2025,Merchandise,2,25.13,Delivered,Mobile App
STA-O11995,STA-C8329,28-07-2023,Tea,4,3.2,Pending,Credit Card
STA-O9199,STA-C4639,19-08-2023,Bakery,1,5.45,Shipped,Mobile App
STA-O11864,STA-C9748,18-12-2024,Cold Coffee,5,5.24,Cancelled,Credit Card
STA-O14057,STA-C5511,09-10-2025,Merchandise,5,31.95,Cancelled,Credit Card
STA-O5458,STA-C4393,20-04-2024,Bakery,2,2.42,Shipped,Cash
